"A","Bilanca odhodkov","",""
"400","Plače in drugi izdatki zaposlenim","875288 1021425 1020406 116,6 99,9",""
"401","Prispevki delodajalcev za socialno varnost","115880 153443 153380 132,4 100,0",""
"402","Izdatki za blago in storitve","22000 30798 30798 140,0 100,0",""
"3329","Materialni stroški","103659 244023 243108 234,5 99,6",""
"402","Izdatki za blago in storitve","103659 244023 243108 234,5 99,6",""
"2826","Investicije in investicijsko vzdrževanje državnih organov","20122 20122 19844 98,6 98,6",""
"420","Nakup in gradnja osnovnih sredstev","20122 20122 19844 98,6 98,6",""
"3653","Drugi odhodki za delo na drugih področjih","470257 1108948 1103290 234,6 99,5",""
"402","Izdatki za blago in storitve","470257 1108948 1103290 234,6 99,5",""
"5430","Državne proslave","866465 1086733 1086733 125,4 100,0",""
"402","Izdatki za blago in storitve","866465 1086733 1086733 125,4 100,0",""
"1515","Urad za enake možnosti","467378 671540 571057 122,2 85,0",""
"01","POLITIČNI SISTEM","435875 457928 414427 95,1 90,5",""
"0101","Politični sistem","435875 457928 414427 95,1 90,5",""
"01011501","Spremljanje položaja žensk in uresničevanje njihovih pravic","435875 457928 414427 95,1 90,5",""
"7678","Plače","238440 254708 249491 104,6 98,0",""
"400","Plače in drugi izdatki zaposlenim","203401 216094 210877 103,7 97,6",""
"401","Prispevki delodajalcev za socialno varnost","31889 33823 33823 106,1 100,0",""
"402","Izdatki za blago in storitve","3150 4790 4790 152,1 100,0",""
"402","Izdatki za blago in storitve","88974 77630 70378 79,1 90,7",""
"1060","Investicije in investicijsko vzdrževanje državnih organov","5500 15334 14231 258,7 92,8",""
"420","Nakup in gradnja osnovnih sredstev","5500 15334 14231 258,7 92,8",""
"1310","Raziskave in analize s področja enakih možnosti","11441 12000 12000 104,9 100,0",""
"402","Izdatki za blago in storitve","11441 12000 12000 104,9 100,0",""
"4390","Sofinanciranje programov nevladnih ženskih organizacij","19190 20975 17985 93,7 85,8",""
"402","Izdatki za blago in storitve","1190 410 0 0,0 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","18000 20565 17985 99,9 87,5",""
"1318","Sofinanciranje publikacij s področja enakih možnosti žensk in moških","5500 4666 475 8,6 10,2",""
"402","Izdatki za blago in storitve","500 500 475 95,0 95,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","5000 4166 0 0,0 0,0",""
"402","Izdatki za blago in storitve","0 5785 5785 - 100,0",""
"9258","Progress - Enakost spolov in nediskriminacija - 07-13 - EU","53231 53231 43826 82,3 82,3",""
"402","Izdatki za blago in storitve","53231 53231 43826 82,3 82,3",""
"9272","Progress - Enakost spolov in nediskriminacija - 07-13 - slovenska udeležba","13599 13599 256 1,9 1,9",""
"402","Izdatki za blago in storitve","13599 13599 256 1,9 1,9",""
"03","ZUNANJA POLITIKA IN MEDNARODNA POMOČ","31503 213612 156630 497,2 73,3",""
"0304","Predsedovanje EU","31503 213612 156630 497,2 73,3",""
"03041501","Predsedovanje EU","31503 213612 156630 497,2 73,3",""
"7573","Predsedovanje EU","31503 31503 30963 98,3 98,3",""
"400","Plače in drugi izdatki zaposlenim","18019 20701 20701 114,9 100,0",""
"401","Prispevki delodajalcev za socialno varnost","4072 3247 3216 79,0 99,1",""
"402","Izdatki za blago in storitve","9412 7555 7045 74,9 93,3",""
"9079","Predsedovanje EU - donacija","0 182109 125667 - 69,0",""
"402","Izdatki za blago in storitve","0 182109 125667 - 69,0",""
"1516","Urad za narodnosti vlade Republike Slovenije","4951908 5378496 5054582 102,1 94,0",""
"18","KULTURA, ŠPORT IN NEVLADNE ORGANIZACIJE","4951908 5378496 5054582 102,1 94,0",""
"1804","Podpora posebnim skupinam","4951908 5378496 5054582 102,1 94,0",""
"18041501","Podpora narodnostnim skupnostim","4951908 5378496 5054582 102,1 94,0",""
"3003","Plače","190189 197559 196929 103,5 99,7",""
"400","Plače in drugi izdatki zaposlenim","161791 166696 166153 102,7 99,7",""
"401","Prispevki delodajalcev za socialno varnost","24016 26919 26832 111,7 99,7",""
"402","Izdatki za blago in storitve","4382 3944 3944 90,0 100,0",""
"3327","Materialni stroški","73948 112146 79714 107,8 71,1",""
"402","Izdatki za blago in storitve","73948 112146 79714 107,8 71,1",""
"2831","Investicije in investicijsko vzdrževanje državnih organov","25758 25758 16247 63,1 63,1",""
"420","Nakup in gradnja osnovnih sredstev","25758 25758 16247 63,1 63,1",""
"5205","Narodni skupnosti","287546 297775 297775 103,6 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","285546 295775 295775 103,6 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","2000 2000 2000 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","356586 356586 356500 100,0 100,0",""
"1872","Sofinanciranje lokalnih radijskih in televizijskih programov - oddaj za Rome","158001 111295 89520 56,7 80,4",""
"412","Transferi neprofitnim organizacijam in ustanovam","158001 111295 89520 56,7 80,4",""
"1321","Sofinanciranje občin na narodnostno mešanih področjih - dvojezičnost in druge ustavne pravice","1647132 1662132 1662132 100,9 100,0",""
"413","Drugi tekoči domači transferi","1647132 1662132 1662132 100,9 100,0",""
"1821","Sofinanciranje romske skupnosti","627106 625106 365626 58,3 58,5",""
"412","Transferi neprofitnim organizacijam in ustanovam","627106 625106 365626 58,3 58,5",""
"7356","Sofinanciranje RTV programov za narodni skupnosti in romsko skupnost","1282119 1706119 1706119 133,1 100,0",""
"413","Drugi tekoči domači transferi","1282119 1706119 1706119 133,1 100,0",""
"7357","Sofinanciranje tednika Nepujsag","266060 274000 274000 103,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","266060 274000 274000 103,0 100,0",""
"7355","Študije, objave, ekspertize","37463 10020 10020 26,8 100,0",""
"402","Izdatki za blago in storitve","37463 10020 10020 26,8 100,0",""
"1518","Urad vlade za komuniciranje","7867232 8405348 7976174 101,4 94,9",""
"03","ZUNANJA POLITIKA IN MEDNARODNA POMOČ","1931146 2046146 1959696 101,5 95,8",""
"0304","Predsedovanje EU","1931146 2046146 1959696 101,5 95,8",""
"03041501","Predsedovanje EU","1931146 2046146 1959696 101,5 95,8",""
"6441","Stroški predsedovanja EU","1931146 2046146 1959696 101,5 95,8",""
"400","Plače in drugi izdatki zaposlenim","104110 125042 124153 119,3 99,3",""
"401","Prispevki delodajalcev za socialno varnost","10620 20978 19307 181,8 92,0",""
"402","Izdatki za blago in storitve","1804054 1887764 1815899 100,7 96,2",""
"420","Nakup in gradnja osnovnih sredstev","12025 12025 0 0,0 0,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","336 336 336 100,0 100,0",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","5936086 6359202 6016478 101,4 94,6",""
"0403","Druge skupne administrativne službe","5936086 6359202 6016478 101,4 94,6",""
"04031507","Obveščanje domače in tuje javnosti","5936086 6359202 6016478 101,4 94,6",""
"3013","Plače","1357845 1363826 1347125 99,2 98,8",""
"400","Plače in drugi izdatki zaposlenim","1143195 1145178 1131077 98,9 98,8",""
"401","Prispevki delodajalcev za socialno varnost","186150 187229 184628 99,2 98,6",""
"402","Izdatki za blago in storitve","28500 31419 31419 110,2 100,0",""
"3337","Materialni stroški","207516 192871 131159 63,2 68,0",""
"402","Izdatki za blago in storitve","207516 192871 131159 63,2 68,0",""
"2835","Investicije in investicijsko vzdrževanje državnih organov","22951 37951 35236 153,5 92,9",""
"420","Nakup in gradnja osnovnih sredstev","22951 37951 35236 153,5 92,9",""
"1322","Neposredno komuniciranje vlade z javnostjo in vladne informacijske kampanje","479100 539661 506734 105,8 93,9",""
"402","Izdatki za blago in storitve","369100 438161 406673 110,2 92,8",""
"412","Transferi neprofitnim organizacijam in ustanovam","110000 101501 100061 91,0 98,6",""
"5244","Obveščanje domače in tuje javnosti","665470 655960 558946 84,0 85,2",""
"402","Izdatki za blago in storitve","665470 655960 558946 84,0 85,2",""
"5284","Promocija Slovenije","719432 628410 596122 82,9 94,9",""
"402","Izdatki za blago in storitve","719432 611410 584189 81,2 95,6",""
"420","Nakup in gradnja osnovnih sredstev","0 17000 11933 - 70,2",""
"5285","Slovenska tiskovna agencija","2242772 2673567 2645120 117,9 98,9",""
"402","Izdatki za blago in storitve","2242772 2673567 2645120 117,9 98,9",""
"6202","Strokovno usposabljanje","10500 10500 7808 74,4 74,4",""
"402","Izdatki za blago in storitve","10500 10500 7808 74,4 74,4",""
"402","Izdatki za blago in storitve","230500 251500 183272 79,5 72,9",""
"8958","Prevozna sredstva - sredstva od prodaje državnega premoženja","0 1044 1043 - 99,9",""
"420","Nakup in gradnja osnovnih sredstev","0 1044 1043 - 99,9",""
"8897","Prevozna sredstva - sredstva odškodnine","0 3912 3912 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","0 3912 3912 - 100,0",""
"1526","Urad vlade za verske skupnosti","2732221 3292107 3282336 120,1 99,7",""
"18","KULTURA, ŠPORT IN NEVLADNE ORGANIZACIJE","2732221 3292107 3282336 120,1 99,7",""
"1804","Podpora posebnim skupinam","",""
"18041503","Podpora duhovnikom in verskim skupnostim","2732221 3292107 3282336 120,1 99,7",""
"4736","Plače","226651 216537 210557 92,9 97,2",""
"400","Plače in drugi izdatki zaposlenim","187350 179982 177606 94,8 98,7",""
"401","Prispevki delodajalcev za socialno varnost","27301 29555 28521 104,5 96,5",""
"402","Izdatki za blago in storitve","12000 7000 4430 36,9 63,3",""
"4720","Materialni stroški","63540 35537 35229 55,4 99,1",""
"402","Izdatki za blago in storitve","63540 35537 35229 55,4 99,1",""
"2844","Investicije in investicijsko vzdrževanje državnih organov","3000 3000 1056 35,2 35,2",""
"402","Izdatki za blago in storitve","1000 940 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","2000 2060 1056 52,8 51,3",""
"9296","Konferenca o verski svobodi","80000 43920 43918 54,9 100,0",""
"402","Izdatki za blago in storitve","80000 43920 43918 54,9 100,0",""
"6209","Pomoč verskim skupnostim","55000 559000 558550 - 99,9",""
"412","Transferi neprofitnim organizacijam in ustanovam","55000 59000 58550 106,5 99,2",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","0 500000 500000 - 100,0",""
"4702","Prispevki duhovnikom","2304030 2434113 2433026 105,6 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","2304030 2434113 2433026 105,6 100,0",""
"1535","Urad za varovanje tajnih podatkov","358755 397337 396675 110,6 99,8",""
"07","OBRAMBA IN UKREPI OB IZREDNIH DOGODKIH","358755 397337 396675 110,6 99,8",""
"0701","Splošne in skupne funkcije","358755 397337 396675 110,6 99,8",""
"07011501","Varovanje tajnih podatkov","358755 397337 396675 110,6 99,8",""
"2232","Plače","260000 301237 301237 115,9 100,0",""
"400","Plače in drugi izdatki zaposlenim","220687 254494 254494 115,3 100,0",""
"401","Prispevki delodajalcev za socialno varnost","31898 39428 39428 123,6 100,0",""
"402","Izdatki za blago in storitve","7415 7314 7314 98,6 100,0",""
"2233","Materialni stroški","98755 96100 95438 96,6 99,3",""
"402","Izdatki za blago in storitve","98755 96100 95438 96,6 99,3",""
"151","SLUŽBA VLADE RS ZA LOKALNO SAMOUPRAVO IN REGIONALNO POLITIKO","218556026 219515512 145649534 66,6 66,4",""
"1536","Služba Vlade RS za lokalno samoupravo in regionalno politiko","218556026 219515512 145649534 66,6 66,4",""
"03","ZUNANJA POLITIKA IN MEDNARODNA POMOČ","48406 274518 272828 563,6 99,4",""
"0304","Predsedovanje EU","",""
"03041501","Predsedovanje EU","48406 274518 272828 563,6 99,4",""
"5793","Predsedovanje EU","48406 48406 46836 96,8 96,8",""
"400","Plače in drugi izdatki zaposlenim","7559 13307 13283 175,7 99,8",""
"401","Prispevki delodajalcev za socialno varnost","6241 2395 2365 37,9 98,7",""
"402","Izdatki za blago in storitve","34606 32704 31189 90,1 95,4",""
"9335","Predsedovanje EU - donacija","0 226112 225992 - 100,0",""
"402","Izdatki za blago in storitve","0 226112 225992 - 100,0",""
"06","LOKALNA SAMOUPRAVA","33311571 34044946 23375138 70,2 68,7",""
"0601","Delovanje na področju lokalne samouprave ter koordinacija vladne in lokalne ravni","33311571 34044946 23375138 70,2 68,7",""
"06011504","Vzpostavitev in delovanje sistema regionalne in strukturne politike","8065366 8183606 7461760 92,5 91,2",""
"1101","Plače","3904791 4188843 4007061 102,6 95,7",""
"400","Plače in drugi izdatki zaposlenim","3233597 3549906 3368801 104,2 94,9",""
"401","Prispevki delodajalcev za socialno varnost","506082 551541 550864 108,9 99,9",""
"402","Izdatki za blago in storitve","165112 87395 87395 52,9 100,0",""
"1102","Materialni stroški","1700682 2100682 1967726 115,7 93,7",""
"402","Izdatki za blago in storitve","1700682 2100682 1967726 115,7 93,7",""
"1104","Investicije in investicijsko vzdrževanje državnih organov","178223 178223 102064 57,3 57,3",""
"420","Nakup in gradnja osnovnih sredstev","178223 178223 102064 57,3 57,3",""
"5796","Sofinanciranje skupnih občinskih uprav","1877817 1137817 857782 45,7 75,4",""
"413","Drugi tekoči domači transferi","1877817 1137817 857782 45,7 75,4",""
"5444","Strokovna pomoč občinam","166917 216917 172015 103,1 79,3",""
"402","Izdatki za blago in storitve","22571 88600 70710 313,3 79,8",""
"412","Transferi neprofitnim organizacijam in ustanovam","83000 83000 82959 100,0 100,0",""
"413","Drugi tekoči domači transferi","61346 45317 18346 29,9 40,5",""
"1592","Vzdrževanje in razvoj sistema ISARR","236936 356936 355113 149,9 99,5",""
"402","Izdatki za blago in storitve","175314 241632 240317 137,1 99,5",""
"420","Nakup in gradnja osnovnih sredstev","61622 115303 114796 186,3 99,6",""
"7443","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 3738 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 3738 0 - 0,0",""
"7442","Osnovna sredstva - sredstva odškodnine","0 450 0 - 0,0",""
"402","Izdatki za blago in storitve","0 450 0 - 0,0",""
"06011506","EU razvojne spodbude","19649169 20264304 11073824 56,4 54,7",""
"6513","Nacionalno sofinanciranje Cilja 3","765931 758544 7474 1,0 1,0",""
"414","Tekoči transferi v tujino","0 7474 7474 - 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","765931 751070 0 0,0 0,0",""
"1134","Transregionalni projekti","729265 729265 416132 57,1 57,1",""
"402","Izdatki za blago in storitve","642230 525591 296944 46,2 56,5",""
"412","Transferi neprofitnim organizacijam in ustanovam","25653 26769 15743 61,4 58,8",""
"413","Drugi tekoči domači transferi","61382 60266 13379 21,8 22,2",""
"432","Investicijski transferi proračunskim uporabnikom","0 116639 90066 - 77,2",""
"1610","Interreg lll A - Slovenija - Avstrija - EU","1387793 1387793 340846 24,6 24,6",""
"400","Plače in drugi izdatki zaposlenim","27107 41195 41190 152,0 100,0",""
"401","Prispevki delodajalcev za socialno varnost","3216 6018 5948 184,9 98,8",""
"402","Izdatki za blago in storitve","48378 57071 55792 115,3 97,8",""
"410","Subvencije","71657 78576 69531 97,0 88,5",""
"412","Transferi neprofitnim organizacijam in ustanovam","1066757 985625 46524 4,4 4,7",""
"413","Drugi tekoči domači transferi","123288 159343 81713 66,3 51,3",""
"420","Nakup in gradnja osnovnih sredstev","0 14100 14100 - 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","6841 5315 5315 77,7 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","40549 40549 20734 51,1 51,1",""
"1608","Interreg lll A - Slovenija - Italija - EU","2062978 2062978 1374289 66,6 66,6",""
"400","Plače in drugi izdatki zaposlenim","43709 56069 55770 127,6 99,5",""
"401","Prispevki delodajalcev za socialno varnost","5969 8546 8334 139,6 97,5",""
"402","Izdatki za blago in storitve","57925 71100 58056 100,2 81,7",""
"410","Subvencije","58838 58838 31028 52,7 52,7",""
"412","Transferi neprofitnim organizacijam in ustanovam","1188793 860452 439027 36,9 51,0",""
"413","Drugi tekoči domači transferi","392987 541315 436367 111,0 80,6",""
"414","Tekoči transferi v tujino","33675 34373 28342 84,2 82,5",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","156232 182297 93872 60,1 51,5",""
"432","Investicijski transferi proračunskim uporabnikom","124850 249988 223494 179,0 89,4",""
"1609","Interreg lll A - Trilaterala SLO-H-CRO - EU","4993962 4993962 2964286 59,4 59,4",""
"400","Plače in drugi izdatki zaposlenim","81383 81672 78970 97,0 96,7",""
"401","Prispevki delodajalcev za socialno varnost","12286 12814 12167 99,0 95,0",""
"402","Izdatki za blago in storitve","93696 120730 64820 69,2 53,7",""
"410","Subvencije","217660 217660 116825 53,7 53,7",""
"412","Transferi neprofitnim organizacijam in ustanovam","1730852 1333074 208450 12,0 15,6",""
"413","Drugi tekoči domači transferi","1540105 1678610 1406407 91,3 83,8",""
"420","Nakup in gradnja osnovnih sredstev","0 150 136 - 90,6",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","39017 45333 36126 92,6 79,7",""
"432","Investicijski transferi proračunskim uporabnikom","1278962 1503918 1040384 81,4 69,2",""
"400","Plače in drugi izdatki zaposlenim","8200 0 0 0,0 -",""
"402","Izdatki za blago in storitve","1217799 1064472 1059237 87,0 99,5",""
"420","Nakup in gradnja osnovnih sredstev","0 184512 184512 - 100,0",""
"1588","Interreg - lastna udeležba","2240563 2240563 1008639 45,0 45,0",""
"400","Plače in drugi izdatki zaposlenim","50277 60739 59219 117,8 97,5",""
"401","Prispevki delodajalcev za socialno varnost","7241 9169 8779 121,2 95,7",""
"402","Izdatki za blago in storitve","68087 90683 59555 87,5 65,7",""
"410","Subvencije","103731 105993 61875 59,7 58,4",""
"412","Transferi neprofitnim organizacijam in ustanovam","1374657 1209033 215578 15,7 17,8",""
