"A","Bilanca odhodkov","",""
"1804","Podpora posebnim skupinam","4927008 5107746 4886803 99,2 95,7",""
"18041501","Podpora narodnostnim skupnostim","4927008 5107746 4886803 99,2 95,7",""
"3003","Plače","189083 191916 188808 99,9 98,4",""
"400","Plače in drugi izdatki zaposlenim","162658 165327 162866 100,1 98,5",""
"401","Prispevki delodajalcev za socialno varnost","26425 26589 25942 98,2 97,6",""
"3327","Materialni stroški","95102 134022 112509 118,3 84,0",""
"402","Izdatki za blago in storitve","95102 134022 112509 118,3 84,0",""
"2831","Investicije in investicijsko vzdrževanje državnih organov","27170 27170 4352 16,0 16,0",""
"420","Nakup in gradnja osnovnih sredstev","27170 27170 4352 16,0 16,0",""
"5205","Narodni skupnosti","317546 317546 305004 96,1 96,1",""
"412","Transferi neprofitnim organizacijam in ustanovam","307546 307546 295004 95,9 95,9",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","10000 10000 10000 100,0 100,0",""
"5203","Obveznosti do ustanov italijanske narodne skupnosti","356586 366586 366500 102,8 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","356586 366586 366500 102,8 100,0",""
"1872","Sofinanciranje lokalnih radijskih in televizijskih programov - oddaj za Rome","137501 137501 136800 99,5 99,5",""
"412","Transferi neprofitnim organizacijam in ustanovam","137501 137501 136800 99,5 99,5",""
"1321","Sofinanciranje občin na narodnostno mešanih področjih - dvojezičnost in druge ustavne pravice","1647131 1657131 1657131 100,6 100,0",""
"413","Drugi tekoči domači transferi","1647131 1657131 1657131 100,6 100,0",""
"1821","Sofinanciranje romske skupnosti","587461 530766 370652 63,1 69,8",""
"412","Transferi neprofitnim organizacijam in ustanovam","574461 517766 370652 64,5 71,6",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","13000 13000 0 0,0 0,0",""
"7356","Sofinanciranje RTV programov za narodni skupnosti in romsko skupnost","1302368 1442368 1442368 110,8 100,0",""
"413","Drugi tekoči domači transferi","1302368 1442368 1442368 110,8 100,0",""
"7357","Sofinanciranje tednika Nepujsag","266060 296060 296000 111,3 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","256060 286060 286000 111,7 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","10000 10000 10000 100,0 100,0",""
"7355","Študije, objave, ekspertize","1000 6680 6680 668,0 100,0",""
"402","Izdatki za blago in storitve","1000 6680 6680 668,0 100,0",""
"1518","Urad vlade za komuniciranje","5436556 5679556 5392725 99,2 95,0",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","5436556 5679556 5392725 99,2 95,0",""
"0403","Druge skupne administrativne službe","5436556 5679556 5392725 99,2 95,0",""
"04031507","Obveščanje domače in tuje javnosti","5436556 5679556 5392725 99,2 95,0",""
"3013","Plače","1508639 1539112 1519768 100,7 98,7",""
"400","Plače in drugi izdatki zaposlenim","1295084 1324989 1306921 100,9 98,6",""
"401","Prispevki delodajalcev za socialno varnost","213555 214123 212847 99,7 99,4",""
"402","Izdatki za blago in storitve","177412 166452 144372 81,4 86,7",""
"2835","Investicije in investicijsko vzdrževanje državnih organov","25037 25037 24938 99,6 99,6",""
"420","Nakup in gradnja osnovnih sredstev","25037 25037 24938 99,6 99,6",""
"1322","Neposredno komuniciranje vlade z javnostjo in vladne informacijske kampanje","449499 439499 358386 79,7 81,5",""
"402","Izdatki za blago in storitve","307309 297309 217742 70,9 73,2",""
"412","Transferi neprofitnim organizacijam in ustanovam","142190 142190 140644 98,9 98,9",""
"5244","Obveščanje domače in tuje javnosti","566000 548244 473357 83,6 86,3",""
"402","Izdatki za blago in storitve","566000 548244 473357 83,6 86,3",""
"5284","Promocija Slovenije","265000 281000 275360 103,9 98,0",""
"402","Izdatki za blago in storitve","265000 281000 275360 103,9 98,0",""
"5285","Slovenska tiskovna agencija","2229000 2468032 2398994 107,6 97,2",""
"402","Izdatki za blago in storitve","2229000 2468032 2398994 107,6 97,2",""
"6202","Strokovno usposabljanje","9969 9969 8009 80,3 80,3",""
"402","Izdatki za blago in storitve","9969 9969 8009 80,3 80,3",""
"5245","Tiskovna in publicistična dejavnost","206000 198000 189542 92,0 95,7",""
"402","Izdatki za blago in storitve","206000 198000 189542 92,0 95,7",""
"8958","Prevozna sredstva - sredstva od prodaje državnega premoženja","0 4211 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 4211 0 - 0,0",""
"8897","Prevozna sredstva - sredstva odškodnine","0 0 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 0 0 - 0,0",""
"1526","Urad vlade za verske skupnosti","2787881 2788996 2740705 98,3 98,3",""
"18","KULTURA, ŠPORT IN NEVLADNE ORGANIZACIJE","2787881 2788996 2740705 98,3 98,3",""
"1804","Podpora posebnim skupinam","2787881 2788996 2740705 98,3 98,3",""
"18041503","Podpora duhovnikom in verskim skupnostim","2787881 2788996 2740705 98,3 98,3",""
"4736","Plače","210502 213243 202410 96,2 94,9",""
"400","Plače in drugi izdatki zaposlenim","180732 183473 174564 96,6 95,1",""
"401","Prispevki delodajalcev za socialno varnost","29770 29770 27846 93,5 93,5",""
"4720","Materialni stroški","35656 33950 25708 72,1 75,7",""
"402","Izdatki za blago in storitve","35656 33950 25708 72,1 75,7",""
"2844","Investicije in investicijsko vzdrževanje državnih organov","8300 8300 3499 42,2 42,2",""
"402","Izdatki za blago in storitve","700 700 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","7600 7600 3499 46,0 46,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","75000 42050 42050 56,1 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","2458423 2491373 2467038 100,4 99,0",""
"9396","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 80 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 80 0 - 0,0",""
"1535","Urad za varovanje tajnih podatkov","420324 462069 461405 109,8 99,9",""
"07","OBRAMBA IN UKREPI OB IZREDNIH DOGODKIH","420324 462069 461405 109,8 99,9",""
"0701","Splošne in skupne funkcije","",""
"07011501","Varovanje tajnih podatkov","420324 462069 461405 109,8 99,9",""
"2232","Plače","286869 304297 304150 106,0 100,0",""
"400","Plače in drugi izdatki zaposlenim","248898 263492 263366 105,8 100,0",""
"401","Prispevki delodajalcev za socialno varnost","37971 40804 40784 107,4 100,0",""
"2233","Materialni stroški","119455 141698 141180 118,2 99,6",""
"402","Izdatki za blago in storitve","119455 141698 141180 118,2 99,6",""
"2234","Investicije in investicijsko vzdrževanje državnih organov","14000 16075 16075 114,8 100,0",""
"420","Nakup in gradnja osnovnih sredstev","14000 16075 16075 114,8 100,0",""
"150","SLUŽBA VLADE REPUBLIKE SLOVENIJE ZA RAZVOJ IN EVROPSKE ZADEVE","21933634 13835408 12857574 58,6 92,9",""
"1538","Služba Vlade Republike Slovenije za razvoj in evropske zadeve","21933634 13835408 12857574 58,6 92,9",""
"02","EKONOMSKA IN FISKALNA ADMINISTRACIJA","1700434 1700434 1684314 99,1 99,1",""
"0201","Makro-ekonomsko planiranje, spremljanje in nadzor","",""
"02011502","Podlage ekonomske in razvojne politike","1700434 1700434 1684314 99,1 99,1",""
"9467","Strukturne reforme in razvojna politika","1700434 1700434 1684314 99,1 99,1",""
"402","Izdatki za blago in storitve","1700434 1694434 1679132 98,8 99,1",""
"420","Nakup in gradnja osnovnih sredstev","0 6000 5183 - 86,4",""
"03","ZUNANJA POLITIKA IN MEDNARODNA POMOČ","14776377 6752063 6043480 40,9 89,5",""
"0302","Mednarodno sodelovanje in udeležba","14776377 6752063 6043480 40,9 89,5",""
"03021502","Koordinacija aktivnosti v procesu vključevanja in delovanja v EU","916782 875268 442273 48,2 50,5",""
"9468","Aktivnosti na področju delovanja v EU","135000 95868 55506 41,1 57,9",""
"402","Izdatki za blago in storitve","135000 95868 55506 41,1 57,9",""
"9471","Izvajanje nalog iz Resolucije NPJP","20000 20000 11887 59,4 59,4",""
"402","Izdatki za blago in storitve","20000 20000 11887 59,4 59,4",""
"9470","Mednarodna razvojna pomoč","100000 100000 23287 23,3 23,3",""
"402","Izdatki za blago in storitve","100000 100000 23287 23,3 23,3",""
"402","Izdatki za blago in storitve","11000 11000 10140 92,2 92,2",""
"400","Plače in drugi izdatki zaposlenim","25054 47292 45913 183,3 97,1",""
"401","Prispevki delodajalcev za socialno varnost","8432 10245 9619 114,1 93,9",""
"402","Izdatki za blago in storitve","186795 161088 101267 54,2 62,9",""
"420","Nakup in gradnja osnovnih sredstev","31 31 0 0,0 0,0",""
"9384","TW IPA 2007 Legal Harmonisation MN07 IB JLS 01","430470 429744 184655 42,9 43,0",""
"400","Plače in drugi izdatki zaposlenim","30470 64671 42939 140,9 66,4",""
"401","Prispevki delodajalcev za socialno varnost","0 12155 7760 - 63,8",""
"402","Izdatki za blago in storitve","400000 352918 133955 33,5 38,0",""
"03021503","Izvajanje finančnih mehanizmov","13859596 5876795 5601207 40,4 95,3",""
"9475","EGP FM - Finančni mehanizem EGP","4003288 1076780 1069779 26,7 99,4",""
"400","Plače in drugi izdatki zaposlenim","2550 15703 12103 474,6 77,1",""
"401","Prispevki delodajalcev za socialno varnost","450 2272 1697 377,2 74,7",""
"402","Izdatki za blago in storitve","69403 22483 19656 28,3 87,4",""
"412","Transferi neprofitnim organizacijam in ustanovam","962795 429865 429865 44,7 100,0",""
"413","Drugi tekoči domači transferi","1587208 17132 17132 1,1 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","52528 107992 107992 205,6 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","1328354 481333 481333 36,2 100,0",""
"400","Plače in drugi izdatki zaposlenim","2550 11970 11970 469,4 100,0",""
"401","Prispevki delodajalcev za socialno varnost","450 1768 1768 393,0 100,0",""
"402","Izdatki za blago in storitve","71233 28551 27131 38,1 95,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","893301 401825 401825 45,0 100,0",""
"413","Drugi tekoči domači transferi","2080705 270220 270220 13,0 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","1236712 1033492 1033492 83,6 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","2505840 2524409 2524409 100,7 100,0",""
"9473","NOR in EGP FM - slovenska udeležba","285000 285000 175562 61,6 61,6",""
"400","Plače in drugi izdatki zaposlenim","16000 28549 28436 177,7 99,6",""
"401","Prispevki delodajalcev za socialno varnost","2500 3801 3775 151,0 99,3",""
"402","Izdatki za blago in storitve","60000 72400 43346 72,2 59,9",""
"411","Transferi posameznikom in gospodinjstvom","0 19050 0 - 0,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","136500 136500 97149 71,2 71,2",""
"413","Drugi tekoči domači transferi","70000 24700 2856 4,1 11,6",""
"9477","ŠVI FM - Izvajanje švicarskega FM","2620517 82779 82779 3,2 100,0",""
"402","Izdatki za blago in storitve","2620517 82779 82779 3,2 100,0",""
"9472","ŠVI FM - Izvajanje švicarskega FM - slovenska udeležba","160000 160000 2271 1,4 1,4",""
"402","Izdatki za blago in storitve","160000 160000 2271 1,4 1,4",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","5456823 5382911 5129780 94,0 95,3",""
"0403","Druge skupne administrativne službe","",""
"04031513","Koordinacija na področju razvoja in evropskih zadev","5456823 5382911 5129780 94,0 95,3",""
"9463","Plače","4097181 4150411 4060599 99,1 97,8",""
"400","Plače in drugi izdatki zaposlenim","3543801 3585247 3502775 98,8 97,7",""
"401","Prispevki delodajalcev za socialno varnost","553380 565164 557824 100,8 98,7",""
"9464","Materialni stroški","1104456 906714 785866 71,2 86,7",""
"402","Izdatki za blago in storitve","1104456 906714 785866 71,2 86,7",""
"9465","Investicije in investicijsko vzdrževanje državnih organov","202400 273000 258372 127,7 94,6",""
"420","Nakup in gradnja osnovnih sredstev","202400 273000 258372 127,7 94,6",""
"9466","Usposabljanje","52786 52786 24943 47,3 47,3",""
"402","Izdatki za blago in storitve","52786 52786 24943 47,3 47,3",""
"151","SLUŽBA VLADE RS ZA LOKALNO SAMOUPRAVO IN REGIONALNO POLITIKO","198921812 197546657 162574220 81,7 82,3",""
"1536","Služba Vlade RS za lokalno samoupravo in regionalno politiko","198921812 197546657 162574220 81,7 82,3",""
"06","LOKALNA SAMOUPRAVA","69573910 68198756 59751570 85,9 87,6",""
"0601","Delovanje na področju lokalne samouprave ter koordinacija vladne in lokalne ravni","",""
"06011504","Vzpostavitev in delovanje sistema regionalne in strukturne politike","8153711 8399731 8185595 100,4 97,5",""
"1101","Plače","4285061 4339087 4217559 98,4 97,2",""
"400","Plače in drugi izdatki zaposlenim","3711025 3753044 3635626 98,0 96,9",""
"401","Prispevki delodajalcev za socialno varnost","574036 586043 581934 101,4 99,3",""
"1102","Materialni stroški","1770600 1740745 1681574 95,0 96,6",""
"402","Izdatki za blago in storitve","1770600 1740745 1681574 95,0 96,6",""
"1104","Investicije in investicijsko vzdrževanje državnih organov","157050 157050 156930 99,9 99,9",""
"420","Nakup in gradnja osnovnih sredstev","157050 157050 156930 99,9 99,9",""
"5796","Sofinanciranje skupnih občinskih uprav","1450000 1667661 1667661 115,0 100,0",""
"413","Drugi tekoči domači transferi","1450000 1667661 1667661 115,0 100,0",""
"5444","Strokovna pomoč občinam","291000 291000 261897 90,0 90,0",""
"402","Izdatki za blago in storitve","165000 142461 116381 70,5 81,7",""
"412","Transferi neprofitnim organizacijam in ustanovam","0 123000 122997 - 100,0",""
"413","Drugi tekoči domači transferi","126000 25539 22519 17,9 88,2",""
"1592","Vzdrževanje in razvoj sistema ISARR","200000 200000 199975 100,0 100,0",""
"402","Izdatki za blago in storitve","142938 52405 52379 36,6 100,0",""
"420","Nakup in gradnja osnovnih sredstev","57062 147595 147595 258,7 100,0",""
"7443","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 3738 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 3738 0 - 0,0",""
"402","Izdatki za blago in storitve","0 450 0 - 0,0",""
"06011506","EU razvojne spodbude","13023534 11640021 6481865 49,8 55,7",""
"6513","Nacionalno sofinanciranje Cilja 3","500000 500000 24934 5,0 5,0",""
"410","Subvencije","4411 63412 2862 64,9 4,5",""
"412","Transferi neprofitnim organizacijam in ustanovam","3709 89992 2982 80,4 3,3",""
"413","Drugi tekoči domači transferi","16341 170047 15352 94,0 9,0",""
"414","Tekoči transferi v tujino","3737 3737 3737 100,0 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","0 7796 0 - 0,0",""
"432","Investicijski transferi proračunskim uporabnikom","471802 165016 0 0,0 0,0",""
"1134","Transregionalni projekti","500000 500000 428460 85,7 85,7",""
"402","Izdatki za blago in storitve","464837 327448 302182 65,0 92,3",""
"412","Transferi neprofitnim organizacijam in ustanovam","35163 46273 0 0,0 0,0",""
"414","Tekoči transferi v tujino","0 125775 125775 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","0 504 504 - 100,0",""
"1608","Interreg lll A - Slovenija - Italija - EU","157474 206777 113821 72,3 55,1",""
"412","Transferi neprofitnim organizacijam in ustanovam","157474 206777 113821 72,3 55,1",""
"1609","Interreg lll A - Trilaterala SLO-H-CRO - EU","149427 149427 49843 33,4 33,4",""
"412","Transferi neprofitnim organizacijam in ustanovam","26373 26373 26373 100,0 100,0",""
"413","Drugi tekoči domači transferi","22214 22214 19510 87,8 87,8",""
"432","Investicijski transferi proračunskim uporabnikom","100840 100840 3960 3,9 3,9",""
"1588","Interreg - lastna udeležba","49697 49697 39859 80,2 80,2",""
"412","Transferi neprofitnim organizacijam in ustanovam","49697 49697 39859 80,2 80,2",""
"6940","Tehnična pomoč - 07-13 - Strukturni skladi - EU","2598382 2080181 1513597 58,3 72,8",""
"400","Plače in drugi izdatki zaposlenim","883490 525289 416818 47,2 79,4",""
"401","Prispevki delodajalcev za socialno varnost","178645 82261 64053 35,9 77,9",""
"402","Izdatki za blago in storitve","1171728 713071 451417 38,5 63,3",""
"410","Subvencije","0 220541 212981 - 96,6",""
"413","Drugi tekoči domači transferi","0 183255 173249 - 94,5",""
"420","Nakup in gradnja osnovnih sredstev","364518 355763 195081 53,5 54,8",""
"7607","Tehnična pomoč ESS - 07-13 - EU","1336322 1074674 531795 39,8 49,5",""
"400","Plače in drugi izdatki zaposlenim","346962 141981 107709 31,0 75,9",""
"401","Prispevki delodajalcev za socialno varnost","119760 21270 16918 14,1 79,5",""
"402","Izdatki za blago in storitve","869600 911424 407167 46,8 44,7",""
"6964","Tehnična pomoč - 07-13 - Strukturni skladi - slovenska udeležba","458538 367091 267110 58,3 72,8",""
"400","Plače in drugi izdatki zaposlenim","155911 92698 73557 47,2 79,4",""
"401","Prispevki delodajalcev za socialno varnost","31525 14517 11302 35,9 77,9",""
"402","Izdatki za blago in storitve","206775 125836 79666 38,5 63,3",""
"410","Subvencije","0 38919 37585 - 96,6",""
"413","Drugi tekoči domači transferi","0 32339 30573 - 94,5",""
"420","Nakup in gradnja osnovnih sredstev","64327 62782 34426 53,5 54,8",""
"7609","Tehnična pomoč ESS - 07-13 - slovenska udeležba","235822 189648 93846 39,8 49,5",""
"400","Plače in drugi izdatki zaposlenim","61229 25055 19008 31,0 75,9",""
"401","Prispevki delodajalcev za socialno varnost","21134 3754 2985 14,1 79,5",""
"402","Izdatki za blago in storitve","153459 160839 71854 46,8 44,7",""
"9417","Tehnična pomoč - 07-13 - Kohezijski sklad - EU","3876981 3438936 2167871 55,9 63,0",""
"400","Plače in drugi izdatki zaposlenim","2191355 1422985 972771 44,4 68,4",""
"401","Prispevki delodajalcev za socialno varnost","302340 302340 148525 49,1 49,1",""
